filename,width,height,class,xmin,ymin,xmax,ymax
/home/candle/datasets/Mobile/Driver/train/c1/img_101038.jpg,640,480,Comp,421,168,499,252
/home/candle/datasets/Mobile/Driver/train/c1/img_101051.jpg,640,480,Comp,361,212,438,287
/home/candle/datasets/Mobile/Driver/train/c1/img_101122.jpg,640,480,Comp,301,235,391,308
/home/candle/datasets/Mobile/Driver/train/c1/img_101177.jpg,640,480,Comp,290,239,372,311
/home/candle/datasets/Mobile/Driver/train/c1/img_101180.jpg,640,480,Comp,398,298,510,368
/home/candle/datasets/Mobile/Driver/train/c1/img_10119.jpg,640,480,Comp,370,267,449,375
/home/candle/datasets/Mobile/Driver/train/c1/img_101215.jpg,640,480,Comp,312,241,391,342
/home/candle/datasets/Mobile/Driver/train/c1/img_101235.jpg,640,480,Comp,329,254,412,354
/home/candle/datasets/Mobile/Driver/train/c1/img_101267.jpg,640,480,Comp,337,249,418,317
/home/candle/datasets/Mobile/Driver/train/c1/img_101304.jpg,640,480,Comp,325,263,414,351
/home/candle/datasets/Mobile/Driver/train/c1/img_101386.jpg,640,480,Comp,387,224,471,310
/home/candle/datasets/Mobile/Driver/train/c1/img_101417.jpg,640,480,Comp,351,275,437,377
/home/candle/datasets/Mobile/Driver/train/c1/img_101520.jpg,640,480,Comp,351,218,424,319
/home/candle/datasets/Mobile/Driver/train/c1/img_101579.jpg,640,480,Comp,355,271,439,367
/home/candle/datasets/Mobile/Driver/train/c1/img_101628.jpg,640,480,Comp,329,258,413,357
/home/candle/datasets/Mobile/Driver/train/c1/img_10164.jpg,640,480,Comp,334,218,401,286
/home/candle/datasets/Mobile/Driver/train/c1/img_101649.jpg,640,480,Comp,352,279,442,376
/home/candle/datasets/Mobile/Driver/train/c1/img_101657.jpg,640,480,Comp,399,210,481,306
/home/candle/datasets/Mobile/Driver/train/c1/img_101681.jpg,640,480,Comp,339,231,406,324
/home/candle/datasets/Mobile/Driver/train/c1/img_101762.jpg,640,480,Comp,363,221,434,302
/home/candle/datasets/Mobile/Driver/train/c1/img_101966.jpg,640,480,Comp,372,275,457,350
/home/candle/datasets/Mobile/Driver/train/c1/img_101977.jpg,640,480,Comp,352,279,441,375
/home/candle/datasets/Mobile/Driver/train/c1/img_102009.jpg,640,480,Comp,278,260,368,337
/home/candle/datasets/Mobile/Driver/train/c1/img_102084.jpg,640,480,Comp,406,154,488,251
/home/candle/datasets/Mobile/Driver/train/c1/img_102107.jpg,640,480,Comp,348,230,423,296
/home/candle/datasets/Mobile/Driver/train/c1/img_102119.jpg,640,480,Comp,441,123,509,220
/home/candle/datasets/Mobile/Driver/train/c1/img_10229.jpg,640,480,Comp,349,242,420,318
/home/candle/datasets/Mobile/Driver/train/c1/img_10247.jpg,640,480,Comp,420,202,501,279
/home/candle/datasets/Mobile/Driver/train/c1/img_10425.jpg,640,480,Comp,343,217,414,316
/home/candle/datasets/Mobile/Driver/train/c1/img_1043.jpg,640,480,Comp,361,257,432,348
/home/candle/datasets/Mobile/Driver/train/c1/img_10440.jpg,640,480,Comp,296,231,374,306
/home/candle/datasets/Mobile/Driver/train/c1/img_1045.jpg,640,480,Comp,364,268,454,346
/home/candle/datasets/Mobile/Driver/train/c1/img_10481.jpg,640,480,Comp,377,230,451,308
/home/candle/datasets/Mobile/Driver/train/c1/img_10536.jpg,640,480,Comp,327,257,407,348
/home/candle/datasets/Mobile/Driver/train/c1/img_10543.jpg,640,480,Comp,363,263,453,333
/home/candle/datasets/Mobile/Driver/train/c1/img_10606.jpg,640,480,Comp,443,102,508,205
/home/candle/datasets/Mobile/Driver/train/c1/img_10626.jpg,640,480,Comp,448,141,522,233
/home/candle/datasets/Mobile/Driver/train/c1/img_10644.jpg,640,480,Comp,307,239,386,339
/home/candle/datasets/Mobile/Driver/train/c1/img_10656.jpg,640,480,Comp,303,243,379,312
/home/candle/datasets/Mobile/Driver/train/c1/img_10675.jpg,640,480,Comp,315,194,409,283
/home/candle/datasets/Mobile/Driver/train/c1/img_1077.jpg,640,480,Comp,356,261,448,357
/home/candle/datasets/Mobile/Driver/train/c1/img_10783.jpg,640,480,Comp,341,251,447,361
/home/candle/datasets/Mobile/Driver/train/c1/img_10804.jpg,640,480,Comp,361,212,435,287
/home/candle/datasets/Mobile/Driver/train/c1/img_10812.jpg,640,480,Comp,414,140,494,232
/home/candle/datasets/Mobile/Driver/train/c1/img_10838.jpg,640,480,Comp,390,181,470,266
/home/candle/datasets/Mobile/Driver/train/c1/img_10851.jpg,640,480,Comp,404,168,497,248
/home/candle/datasets/Mobile/Driver/train/c1/img_10871.jpg,640,480,Comp,365,313,473,404
/home/candle/datasets/Mobile/Driver/train/c1/img_11030.jpg,640,480,Comp,374,251,433,304
/home/candle/datasets/Mobile/Driver/train/c1/img_11034.jpg,640,480,Comp,409,168,497,252
/home/candle/datasets/Mobile/Driver/train/c1/img_11053.jpg,640,480,Comp,416,162,502,248
/home/candle/datasets/Mobile/Driver/train/c1/img_11056.jpg,640,480,Comp,378,194,449,281
/home/candle/datasets/Mobile/Driver/train/c1/img_11071.jpg,640,480,Comp,344,241,424,312
/home/candle/datasets/Mobile/Driver/train/c1/img_11095.jpg,640,480,Comp,327,251,410,351
/home/candle/datasets/Mobile/Driver/train/c1/img_11145.jpg,640,480,Comp,312,284,415,352
/home/candle/datasets/Mobile/Driver/train/c1/img_11187.jpg,640,480,Comp,346,218,417,298
/home/candle/datasets/Mobile/Driver/train/c1/img_1119.jpg,640,480,Comp,297,244,382,323
/home/candle/datasets/Mobile/Driver/train/c1/img_11198.jpg,640,480,Comp,357,283,443,377
/home/candle/datasets/Mobile/Driver/train/c1/img_11249.jpg,640,480,Comp,355,227,429,329
/home/candle/datasets/Mobile/Driver/train/c1/img_11288.jpg,640,480,Comp,314,232,393,302
/home/candle/datasets/Mobile/Driver/train/c1/img_11297.jpg,640,480,Comp,354,230,428,300
/home/candle/datasets/Mobile/Driver/train/c1/img_11316.jpg,640,480,Comp,357,228,430,325
/home/candle/datasets/Mobile/Driver/train/c1/img_11329.jpg,640,480,Comp,308,236,387,307
/home/candle/datasets/Mobile/Driver/train/c1/img_11385.jpg,640,480,Comp,328,194,420,272
/home/candle/datasets/Mobile/Driver/train/c1/img_11396.jpg,640,480,Comp,374,295,464,415
/home/candle/datasets/Mobile/Driver/train/c1/img_11400.jpg,640,480,Comp,327,252,412,352
/home/candle/datasets/Mobile/Driver/train/c1/img_11444.jpg,640,480,Comp,377,222,446,306
/home/candle/datasets/Mobile/Driver/train/c1/img_11478.jpg,640,480,Comp,403,187,486,257
/home/candle/datasets/Mobile/Driver/train/c1/img_11484.jpg,640,480,Comp,362,210,435,286
/home/candle/datasets/Mobile/Driver/train/c1/img_115.jpg,640,480,Comp,364,292,456,410
/home/candle/datasets/Mobile/Driver/train/c1/img_11671.jpg,640,480,Comp,300,241,381,313
/home/candle/datasets/Mobile/Driver/train/c1/img_11749.jpg,640,480,Comp,364,293,458,409
/home/candle/datasets/Mobile/Driver/train/c1/img_11776.jpg,640,480,Comp,409,206,493,277
/home/candle/datasets/Mobile/Driver/train/c1/img_1182.jpg,640,480,Comp,351,235,422,320
/home/candle/datasets/Mobile/Driver/train/c1/img_11827.jpg,640,480,Comp,357,235,434,308
/home/candle/datasets/Mobile/Driver/train/c1/img_11911.jpg,640,480,Comp,361,280,444,371
/home/candle/datasets/Mobile/Driver/train/c1/img_11996.jpg,640,480,Comp,386,200,469,309
/home/candle/datasets/Mobile/Driver/train/c1/img_12012.jpg,640,480,Comp,296,231,377,304
/home/candle/datasets/Mobile/Driver/train/c1/img_12030.jpg,640,480,Comp,368,288,468,353
/home/candle/datasets/Mobile/Driver/train/c1/img_12140.jpg,640,480,Comp,350,241,423,318
/home/candle/datasets/Mobile/Driver/train/c1/img_12144.jpg,640,480,Comp,387,209,467,316
/home/candle/datasets/Mobile/Driver/train/c1/img_12181.jpg,640,480,Comp,416,142,487,242
/home/candle/datasets/Mobile/Driver/train/c1/img_12186.jpg,640,480,Comp,395,205,480,289
/home/candle/datasets/Mobile/Driver/train/c1/img_12216.jpg,640,480,Comp,346,243,421,321
/home/candle/datasets/Mobile/Driver/train/c1/img_1224.jpg,640,480,Comp,362,261,453,359
/home/candle/datasets/Mobile/Driver/train/c1/img_12297.jpg,640,480,Comp,350,223,426,320
/home/candle/datasets/Mobile/Driver/train/c1/img_12349.jpg,640,480,Comp,350,269,461,367
/home/candle/datasets/Mobile/Driver/train/c1/img_1242.jpg,640,480,Comp,395,294,507,369
/home/candle/datasets/Mobile/Driver/train/c1/img_12457.jpg,640,480,Comp,410,142,493,238
/home/candle/datasets/Mobile/Driver/train/c1/img_12489.jpg,640,480,Comp,349,275,442,373
/home/candle/datasets/Mobile/Driver/train/c1/img_12499.jpg,640,480,Comp,369,284,479,353
/home/candle/datasets/Mobile/Driver/train/c1/img_12519.jpg,640,480,Comp,342,262,437,359
/home/candle/datasets/Mobile/Driver/train/c1/img_12544.jpg,640,480,Comp,367,237,429,289
/home/candle/datasets/Mobile/Driver/train/c1/img_12579.jpg,640,480,Comp,371,235,453,311
/home/candle/datasets/Mobile/Driver/train/c1/img_12617.jpg,640,480,Comp,363,261,452,355
/home/candle/datasets/Mobile/Driver/train/c1/img_12733.jpg,640,480,Comp,345,257,433,326
/home/candle/datasets/Mobile/Driver/train/c1/img_12773.jpg,640,480,Comp,367,276,453,392
/home/candle/datasets/Mobile/Driver/train/c1/img_12842.jpg,640,480,Comp,356,278,446,376
/home/candle/datasets/Mobile/Driver/train/c1/img_12855.jpg,640,480,Comp,350,261,438,333
/home/candle/datasets/Mobile/Driver/train/c1/img_1302.jpg,640,480,Comp,351,219,423,297
/home/candle/datasets/Mobile/Driver/train/c1/img_13026.jpg,640,480,Comp,331,241,395,311
/home/candle/datasets/Mobile/Driver/train/c1/img_13102.jpg,640,480,Comp,375,214,460,287
/home/candle/datasets/Mobile/Driver/train/c1/img_13160.jpg,640,480,Comp,423,203,504,276
/home/candle/datasets/Mobile/Driver/train/c1/img_13164.jpg,640,480,Comp,360,251,437,312
/home/candle/datasets/Mobile/Driver/train/c1/img_13179.jpg,640,480,Comp,439,110,507,218
/home/candle/datasets/Mobile/Driver/train/c1/img_1326.jpg,640,480,Comp,336,269,424,346
/home/candle/datasets/Mobile/Driver/train/c1/img_13312.jpg,640,480,Comp,345,231,418,298
/home/candle/datasets/Mobile/Driver/train/c1/img_13365.jpg,640,480,Comp,338,241,420,339
/home/candle/datasets/Mobile/Driver/train/c1/img_13392.jpg,640,480,Comp,371,253,434,307
/home/candle/datasets/Mobile/Driver/train/c1/img_13405.jpg,640,480,Comp,364,209,456,285
/home/candle/datasets/Mobile/Driver/train/c1/img_13413.jpg,640,480,Comp,353,215,432,287
/home/candle/datasets/Mobile/Driver/train/c1/img_13428.jpg,640,480,Comp,354,227,430,326
/home/candle/datasets/Mobile/Driver/train/c1/img_13453.jpg,640,480,Comp,325,254,413,357
/home/candle/datasets/Mobile/Driver/train/c1/img_13470.jpg,640,480,Comp,342,195,416,276
/home/candle/datasets/Mobile/Driver/train/c1/img_13503.jpg,640,480,Comp,371,301,466,419
/home/candle/datasets/Mobile/Driver/train/c1/img_13531.jpg,640,480,Comp,349,279,441,378
/home/candle/datasets/Mobile/Driver/train/c1/img_13543.jpg,640,480,Comp,376,220,452,299
/home/candle/datasets/Mobile/Driver/train/c1/img_13728.jpg,640,480,Comp,392,209,468,290
/home/candle/datasets/Mobile/Driver/train/c1/img_13732.jpg,640,480,Comp,362,283,450,370
/home/candle/datasets/Mobile/Driver/train/c1/img_13795.jpg,640,480,Comp,364,271,447,386
/home/candle/datasets/Mobile/Driver/train/c1/img_13826.jpg,640,480,Comp,403,301,514,373
/home/candle/datasets/Mobile/Driver/train/c1/img_13840.jpg,640,480,Comp,423,199,501,277
/home/candle/datasets/Mobile/Driver/train/c1/img_13861.jpg,640,480,Comp,331,229,407,312
/home/candle/datasets/Mobile/Driver/train/c1/img_1407.jpg,640,480,Comp,313,223,389,304
/home/candle/datasets/Mobile/Driver/train/c1/img_14102.jpg,640,480,Comp,331,252,410,355
/home/candle/datasets/Mobile/Driver/train/c1/img_14118.jpg,640,480,Comp,372,316,484,409
/home/candle/datasets/Mobile/Driver/train/c1/img_14184.jpg,640,480,Comp,368,193,465,280
/home/candle/datasets/Mobile/Driver/train/c1/img_14186.jpg,640,480,Comp,349,231,424,299
/home/candle/datasets/Mobile/Driver/train/c1/img_1420.jpg,640,480,Comp,408,143,487,236
/home/candle/datasets/Mobile/Driver/train/c1/img_14226.jpg,640,480,Comp,374,232,459,311
/home/candle/datasets/Mobile/Driver/train/c1/img_14298.jpg,640,480,Comp,295,235,367,307
/home/candle/datasets/Mobile/Driver/train/c1/img_14420.jpg,640,480,Comp,363,195,448,284
/home/candle/datasets/Mobile/Driver/train/c1/img_14428.jpg,640,480,Comp,270,254,360,349
/home/candle/datasets/Mobile/Driver/train/c1/img_14450.jpg,640,480,Comp,352,236,424,329
/home/candle/datasets/Mobile/Driver/train/c1/img_14655.jpg,640,480,Comp,361,283,471,369
/home/candle/datasets/Mobile/Driver/train/c1/img_14659.jpg,640,480,Comp,343,252,410,315
/home/candle/datasets/Mobile/Driver/train/c1/img_1472.jpg,640,480,Comp,403,192,486,269
/home/candle/datasets/Mobile/Driver/train/c1/img_14746.jpg,640,480,Comp,299,225,370,310
/home/candle/datasets/Mobile/Driver/train/c1/img_14796.jpg,640,480,Comp,358,284,448,372
/home/candle/datasets/Mobile/Driver/train/c1/img_14833.jpg,640,480,Comp,362,236,437,307
/home/candle/datasets/Mobile/Driver/train/c1/img_14835.jpg,640,480,Comp,360,256,448,355
/home/candle/datasets/Mobile/Driver/train/c1/img_14857.jpg,640,480,Comp,355,164,430,245
/home/candle/datasets/Mobile/Driver/train/c1/img_149.jpg,640,480,Comp,395,287,504,361
/home/candle/datasets/Mobile/Driver/train/c1/img_14919.jpg,640,480,Comp,315,241,387,320
/home/candle/datasets/Mobile/Driver/train/c1/img_14933.jpg,640,480,Comp,369,231,440,308
/home/candle/datasets/Mobile/Driver/train/c1/img_14936.jpg,640,480,Comp,326,196,405,269
/home/candle/datasets/Mobile/Driver/train/c1/img_15025.jpg,640,480,Comp,356,265,443,335
/home/candle/datasets/Mobile/Driver/train/c1/img_15052.jpg,640,480,Comp,363,305,478,398
/home/candle/datasets/Mobile/Driver/train/c1/img_15079.jpg,640,480,Comp,398,162,481,243
/home/candle/datasets/Mobile/Driver/train/c1/img_15121.jpg,640,480,Comp,414,169,495,262
/home/candle/datasets/Mobile/Driver/train/c1/img_15128.jpg,640,480,Comp,363,232,429,286
/home/candle/datasets/Mobile/Driver/train/c1/img_15195.jpg,640,480,Comp,358,246,416,304
/home/candle/datasets/Mobile/Driver/train/c1/img_15232.jpg,640,480,Comp,352,247,427,308
/home/candle/datasets/Mobile/Driver/train/c1/img_15277.jpg,640,480,Comp,318,225,392,327
/home/candle/datasets/Mobile/Driver/train/c1/img_15305.jpg,640,480,Comp,377,258,441,312
/home/candle/datasets/Mobile/Driver/train/c1/img_15333.jpg,640,480,Comp,393,198,476,285
/home/candle/datasets/Mobile/Driver/train/c1/img_15395.jpg,640,480,Comp,394,266,464,340
/home/candle/datasets/Mobile/Driver/train/c1/img_15422.jpg,640,480,Comp,326,251,414,355
/home/candle/datasets/Mobile/Driver/train/c1/img_15436.jpg,640,480,Comp,365,211,438,287
/home/candle/datasets/Mobile/Driver/train/c1/img_15461.jpg,640,480,Comp,343,260,453,367
/home/candle/datasets/Mobile/Driver/train/c1/img_15483.jpg,640,480,Comp,412,174,501,254
/home/candle/datasets/Mobile/Driver/train/c1/img_15501.jpg,640,480,Comp,420,153,497,245
/home/candle/datasets/Mobile/Driver/train/c1/img_15503.jpg,640,480,Comp,311,240,390,343
/home/candle/datasets/Mobile/Driver/train/c1/img_15557.jpg,640,480,Comp,364,304,486,406
/home/candle/datasets/Mobile/Driver/train/c1/img_15559.jpg,640,480,Comp,412,180,494,262
/home/candle/datasets/Mobile/Driver/train/c1/img_15644.jpg,640,480,Comp,355,228,428,331
/home/candle/datasets/Mobile/Driver/train/c1/img_1570.jpg,640,480,Comp,300,237,376,308
/home/candle/datasets/Mobile/Driver/train/c1/img_1579.jpg,640,480,Comp,374,276,471,347
/home/candle/datasets/Mobile/Driver/train/c1/img_15790.jpg,640,480,Comp,367,216,442,288
/home/candle/datasets/Mobile/Driver/train/c1/img_15927.jpg,640,480,Comp,364,243,448,322
/home/candle/datasets/Mobile/Driver/train/c1/img_15955.jpg,640,480,Comp,310,242,393,312
/home/candle/datasets/Mobile/Driver/train/c1/img_15989.jpg,640,480,Comp,359,232,430,306
/home/candle/datasets/Mobile/Driver/train/c1/img_16197.jpg,640,480,Comp,350,234,420,324
/home/candle/datasets/Mobile/Driver/train/c1/img_16204.jpg,640,480,Comp,351,240,420,313
/home/candle/datasets/Mobile/Driver/train/c1/img_16267.jpg,640,480,Comp,350,221,422,321
/home/candle/datasets/Mobile/Driver/train/c1/img_16282.jpg,640,480,Comp,355,276,448,366
/home/candle/datasets/Mobile/Driver/train/c1/img_16317.jpg,640,480,Comp,359,226,438,324
/home/candle/datasets/Mobile/Driver/train/c1/img_16333.jpg,640,480,Comp,354,258,444,352
/home/candle/datasets/Mobile/Driver/train/c1/img_16367.jpg,640,480,Comp,345,232,415,306
/home/candle/datasets/Mobile/Driver/train/c1/img_16371.jpg,640,480,Comp,369,248,452,313
/home/candle/datasets/Mobile/Driver/train/c1/img_16379.jpg,640,480,Comp,362,224,430,297
/home/candle/datasets/Mobile/Driver/train/c1/img_16382.jpg,640,480,Comp,415,156,499,241
/home/candle/datasets/Mobile/Driver/train/c1/img_16466.jpg,640,480,Comp,417,198,497,272
/home/candle/datasets/Mobile/Driver/train/c1/img_1655.jpg,640,480,Comp,367,274,451,391
/home/candle/datasets/Mobile/Driver/train/c1/img_16570.jpg,640,480,Comp,332,252,421,348
/home/candle/datasets/Mobile/Driver/train/c1/img_16574.jpg,640,480,Comp,351,238,424,314
/home/candle/datasets/Mobile/Driver/train/c1/img_16652.jpg,640,480,Comp,410,194,489,275
/home/candle/datasets/Mobile/Driver/train/c1/img_16666.jpg,640,480,Comp,346,241,417,322
/home/candle/datasets/Mobile/Driver/train/c1/img_16677.jpg,640,480,Comp,352,220,425,325
/home/candle/datasets/Mobile/Driver/train/c1/img_16706.jpg,640,480,Comp,352,247,428,305
/home/candle/datasets/Mobile/Driver/train/c1/img_16744.jpg,640,480,Comp,301,243,382,315
/home/candle/datasets/Mobile/Driver/train/c1/img_16772.jpg,640,480,Comp,399,296,513,367
/home/candle/datasets/Mobile/Driver/train/c1/img_16792.jpg,640,480,Comp,338,237,410,319
/home/candle/datasets/Mobile/Driver/train/c1/img_16817.jpg,640,480,Comp,386,211,472,317
/home/candle/datasets/Mobile/Driver/train/c1/img_16819.jpg,640,480,Comp,397,204,476,302
/home/candle/datasets/Mobile/Driver/train/c1/img_16823.jpg,640,480,Comp,334,236,411,309
/home/candle/datasets/Mobile/Driver/train/c1/img_16856.jpg,640,480,Comp,398,178,475,254
/home/candle/datasets/Mobile/Driver/train/c1/img_16861.jpg,640,480,Comp,413,152,501,246
/home/candle/datasets/Mobile/Driver/train/c1/img_17014.jpg,640,480,Comp,383,261,446,313
/home/candle/datasets/Mobile/Driver/train/c1/img_17109.jpg,640,480,Comp,360,236,427,317
/home/candle/datasets/Mobile/Driver/train/c1/img_17139.jpg,640,480,Comp,359,284,443,373
/home/candle/datasets/Mobile/Driver/train/c1/img_17187.jpg,640,480,Comp,393,117,459,222
/home/candle/datasets/Mobile/Driver/train/c1/img_17203.jpg,640,480,Comp,302,235,383,309
/home/candle/datasets/Mobile/Driver/train/c1/img_17218.jpg,640,480,Comp,349,288,447,381
/home/candle/datasets/Mobile/Driver/train/c1/img_17320.jpg,640,480,Comp,412,172,497,251
/home/candle/datasets/Mobile/Driver/train/c1/img_17345.jpg,640,480,Comp,324,250,405,343
/home/candle/datasets/Mobile/Driver/train/c1/img_17413.jpg,640,480,Comp,341,253,425,353
/home/candle/datasets/Mobile/Driver/train/c1/img_17458.jpg,640,480,Comp,310,246,389,338
/home/candle/datasets/Mobile/Driver/train/c1/img_17460.jpg,640,480,Comp,389,118,453,216
/home/candle/datasets/Mobile/Driver/train/c1/img_17484.jpg,640,480,Comp,301,235,381,307
/home/candle/datasets/Mobile/Driver/train/c1/img_17527.jpg,640,480,Comp,377,232,459,310
/home/candle/datasets/Mobile/Driver/train/c1/img_1756.jpg,640,480,Comp,359,232,422,317
/home/candle/datasets/Mobile/Driver/train/c1/img_17580.jpg,640,480,Comp,364,220,438,296
/home/candle/datasets/Mobile/Driver/train/c1/img_17583.jpg,640,480,Comp,374,301,465,415
/home/candle/datasets/Mobile/Driver/train/c1/img_17653.jpg,640,480,Comp,341,256,428,348
/home/candle/datasets/Mobile/Driver/train/c1/img_17748.jpg,640,480,Comp,405,216,484,293
/home/candle/datasets/Mobile/Driver/train/c1/img_17819.jpg,640,480,Comp,358,215,431,317
/home/candle/datasets/Mobile/Driver/train/c1/img_17855.jpg,640,480,Comp,357,285,456,371
/home/candle/datasets/Mobile/Driver/train/c1/img_17871.jpg,640,480,Comp,316,252,390,326
/home/candle/datasets/Mobile/Driver/train/c1/img_17886.jpg,640,480,Comp,386,212,468,315
/home/candle/datasets/Mobile/Driver/train/c1/img_17933.jpg,640,480,Comp,391,154,476,236
/home/candle/datasets/Mobile/Driver/train/c1/img_17994.jpg,640,480,Comp,362,243,433,312
/home/candle/datasets/Mobile/Driver/train/c1/img_18002.jpg,640,480,Comp,300,219,367,318
/home/candle/datasets/Mobile/Driver/train/c1/img_18003.jpg,640,480,Comp,452,270,546,358
/home/candle/datasets/Mobile/Driver/train/c1/img_18108.jpg,640,480,Comp,357,237,423,322
/home/candle/datasets/Mobile/Driver/train/c1/img_18177.jpg,640,480,Comp,356,224,429,278
/home/candle/datasets/Mobile/Driver/train/c1/img_18181.jpg,640,480,Comp,316,236,393,294
/home/candle/datasets/Mobile/Driver/train/c1/img_18230.jpg,640,480,Comp,313,226,382,291
/home/candle/datasets/Mobile/Driver/train/c1/img_18240.jpg,640,480,Comp,394,182,469,266
/home/candle/datasets/Mobile/Driver/train/c1/img_1830.jpg,640,480,Comp,445,132,516,225
/home/candle/datasets/Mobile/Driver/train/c1/img_18323.jpg,640,480,Comp,365,313,491,398
/home/candle/datasets/Mobile/Driver/train/c1/img_1834.jpg,640,480,Comp,350,240,419,315
/home/candle/datasets/Mobile/Driver/train/c1/img_18413.jpg,640,480,Comp,374,286,455,399
/home/candle/datasets/Mobile/Driver/train/c1/img_18425.jpg,640,480,Comp,295,234,369,281
/home/candle/datasets/Mobile/Driver/train/c1/img_1844.jpg,640,480,Comp,356,222,423,302
/home/candle/datasets/Mobile/Driver/train/c1/img_18467.jpg,640,480,Comp,406,126,473,222
/home/candle/datasets/Mobile/Driver/train/c1/img_18486.jpg,640,480,Comp,347,203,408,289
/home/candle/datasets/Mobile/Driver/train/c1/img_18533.jpg,640,480,Comp,301,221,368,318
/home/candle/datasets/Mobile/Driver/train/c1/img_18545.jpg,640,480,Comp,328,252,409,348
/home/candle/datasets/Mobile/Driver/train/c1/img_18635.jpg,640,480,Comp,383,221,487,298
/home/candle/datasets/Mobile/Driver/train/c1/img_18636.jpg,640,480,Comp,363,239,446,312
/home/candle/datasets/Mobile/Driver/train/c1/img_18674.jpg,640,480,Comp,469,265,568,339
/home/candle/datasets/Mobile/Driver/train/c1/img_18753.jpg,640,480,Comp,319,234,380,301
/home/candle/datasets/Mobile/Driver/train/c1/img_18794.jpg,640,480,Comp,359,226,422,307
/home/candle/datasets/Mobile/Driver/train/c1/img_18795.jpg,640,480,Comp,380,294,487,363
/home/candle/datasets/Mobile/Driver/train/c1/img_18798.jpg,640,480,Comp,321,202,412,276
/home/candle/datasets/Mobile/Driver/train/c1/img_18808.jpg,640,480,Comp,346,221,414,318
/home/candle/datasets/Mobile/Driver/train/c1/img_18831.jpg,640,480,Comp,353,240,425,332
/home/candle/datasets/Mobile/Driver/train/c1/img_18849.jpg,640,480,Comp,392,191,470,280
/home/candle/datasets/Mobile/Driver/train/c1/img_18868.jpg,640,480,Comp,303,238,385,308
/home/candle/datasets/Mobile/Driver/train/c1/img_18964.jpg,640,480,Comp,444,129,519,225
/home/candle/datasets/Mobile/Driver/train/c1/img_19014.jpg,640,480,Comp,405,145,473,234
/home/candle/datasets/Mobile/Driver/train/c1/img_19057.jpg,640,480,Comp,328,192,412,272
/home/candle/datasets/Mobile/Driver/train/c1/img_19074.jpg,640,480,Comp,411,174,490,262
/home/candle/datasets/Mobile/Driver/train/c1/img_19099.jpg,640,480,Comp,282,249,371,332
/home/candle/datasets/Mobile/Driver/train/c1/img_19124.jpg,640,480,Comp,339,239,417,301
/home/candle/datasets/Mobile/Driver/train/c1/img_1916.jpg,640,480,Comp,407,192,486,268
/home/candle/datasets/Mobile/Driver/train/c1/img_19216.jpg,640,480,Comp,414,171,503,253
/home/candle/datasets/Mobile/Driver/train/c1/img_19278.jpg,640,480,Comp,374,234,444,306
/home/candle/datasets/Mobile/Driver/train/c1/img_1939.jpg,640,480,Comp,374,234,454,311
/home/candle/datasets/Mobile/Driver/train/c1/img_19417.jpg,640,480,Comp,317,229,383,299
/home/candle/datasets/Mobile/Driver/train/c1/img_19464.jpg,640,480,Comp,370,231,453,310
/home/candle/datasets/Mobile/Driver/train/c1/img_1950.jpg,640,480,Comp,339,253,430,357
